UID_01,BIOCHEMICAL,NCI_NAME,BROAD_NAME,FENLAND_METABOLON_NAME,FENLAND_BIOCRATES_NAME,ARIC_NAME1,ARIC_NAME2,UCLEB_NMR_NAME,SHANGHAI_CHD_NAME,HMDB_ID,HMDB_ID1,HMDB_ID2,CHEMICAL_ID,COMP_ID,PUBCHEM,CHEMSPIDER,CHEBI,INCHI,INCHIKEY,CAS,KEGG,SUPER_PATHWAY,SUB_PATHWAY,FLAG
CHEM100005463,N-acetylmethionine sulfoxide,n_acetylmethionine_sulfoxide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100005463,45428,193368,NA,NA,NA,NA,NA,NA,AMINO ACID,"CYSTEINE, METHIONINE, SAM, TAURINE METABOLISM",NA
HMDB00230,N-acetylneuraminate,n_acetylneuraminate,NA,N-acetylneuraminate,NA,NA,N-acetylneuraminate,NA,NA,HMDB00230,HMDB00230,NA,1162,1592;32377;34284,439197,NA,NA,NA,NA,131-48-6,C00270,CARBOHYDRATE,AMINOSUGAR METABOLISM,NA
COMP15630,N-acetylornithine,n_acetylornithine,NA,NA,NA,N-acetylornithine,NA,NA,N-acetylornithine,HMDB03357,HMDB03357,NA,NA,15630,6.99E+12,NA,NA,NA,NA,1572591,C00437,AMINO ACID,UREA CYCLE; ARGININE AND PROLINE METABOLISM,NA
HMDB00512,N-acetylphenylalanine,n_acetylphenylalanine,NA,N-acetylphenylalanine,NA,N-acetylphenylalanine,N-acetylphenylalanine,NA,NA,HMDB00512,HMDB00512,NA,100001256,33950,74839,NA,NA,NA,NA,2018-61-3,C03519,AMINO ACID,PHENYLALANINE & TYROSINE METABOLISM,NA
CHEM100001334,N-acetylproline,n_acetylproline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100001334,34387,322640,NA,NA,NA,NA,1074-79-9,NA,AMINO ACID,UREA CYCLE; ARGININE AND PROLINE METABOLISM,NA
HMDB02064,N-acetylputrescine,n_acetylputrescine,NA,N-acetylputrescine,NA,NA,N-acetylputrescine,NA,NA,HMDB02064,HMDB02064,NA,192,37496,122356,NA,NA,NA,NA,18233-70-0,C02714,AMINO ACID,POLYAMINE METABOLISM,NA
HMDB02931,N-acetylserine,n_acetylserine,NA,N-acetylserine,NA,N-acetylserine,N-acetylserine,NA,NA,HMDB02931,HMDB02931,NA,100001851,37076,65249,NA,NA,NA,NA,97-14-3,NA,AMINO ACID,"GLYCINE, SERINE AND THREONINE METABOLISM",NA
CHEM100005466,N-acetyltaurine,n_acetyltaurine,NA,N-acetyltaurine,NA,NA,N-acetyltaurine,NA,NA,NA,NA,NA,100005466,45416;48187,159864,NA,NA,NA,NA,NA,NA,AMINO ACID,"CYSTEINE, METHIONINE, SAM, TAURINE METABOLISM",NA
CHEM100001274,N-acetylthreonine,n_acetylthreonine,NA,N-acetylthreonine,NA,N-acetylthreonine,N-acetylthreonine,NA,NA,NA,NA,NA,100001274,33939,152204;4651717,NA,NA,NA,NA,17093-74-2,C01118,AMINO ACID,"GLYCINE, SERINE AND THREONINE METABOLISM",NA
HMDB13713,N-acetyltryptophan,n_acetyltryptophan,NA,N-acetyltryptophan,NA,NA,N-acetyltryptophan,NA,NA,HMDB13713,HMDB13713,NA,100001254,33959,700653,NA,NA,NA,NA,1218-34-4,C03137,AMINO ACID,TRYPTOPHAN METABOLISM,NA
HMDB00866,N-acetyltyrosine,n_acetyltyrosine,NA,N-acetyltyrosine,NA,NA,N-acetyltyrosine,NA,NA,HMDB00866,HMDB00866,NA,100001104,32390,68310,NA,NA,NA,NA,537-55-3,NA,AMINO ACID,PHENYLALANINE & TYROSINE METABOLISM,NA
HMDB11757,N-acetylvaline,n_acetylvaline,NA,N-acetylvaline,NA,NA,N-acetylvaline,NA,NA,HMDB11757,HMDB11757,NA,1084,1591,66789,NA,NA,NA,NA,96-81-1,NA,AMINO ACID,"VALINE, LEUCINE AND ISOLEUCINE METABOLISM",NA
CHEM100000285,N-alpha-acetylornithine,n_alpha_acetylornithine,NA,NA,NA,NA,NA,NA,NA,HMDB03357,HMDB03357,NA,100000285,32984,439232,NA,NA,NA,NA,1572591,C00437,AMINO ACID,UREA CYCLE; ARGININE AND PROLINE METABOLISM,NA
HMDB00828,N-carbamoylaspartate,n_carbamoylaspartate,NA,NA,NA,NA,NA,NA,NA,HMDB00828,HMDB00828,NA,1108,1594,93072,NA,NA,NA,NA,923-37-5,C00438,NUCLEOTIDE,"PYRIMIDINE METABOLISM, OROTATE CONTAINING",NA
CHEM100004523,N-delta-acetylornithine*,n_delta_acetylornithine,NA,N-delta-acetylornithine,NA,NA,N-delta-acetylornithine,NA,NA,NA,NA,NA,100004523,43249;43437,9920500,NA,NA,NA,NA,NA,NA,AMINO ACID,UREA CYCLE; ARGININE AND PROLINE METABOLISM,NA
HMDB60656,N-ethylglycinexylidide,n_ethylglycinexylidide,NA,NA,NA,NA,N-ethylglycinexylidide,NA,NA,HMDB60656,HMDB60656,NA,100001539,33080,24415,NA,NA,NA,NA,7728-40-7,C16561,XENOBIOTICS,DRUG,NA
COMP1596,N-formylglycine,n_formylglycine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1596,75606,NA,NA,NA,NA,2491-15-8,NA,AMINO ACID,"GLYCINE, SERINE AND THREONINE METABOLISM",NA
HMDB01015,N-formylmethionine,n_formylmethionine,NA,N-formylmethionine,NA,NA,N-formylmethionine,NA,N-formylmethionine,HMDB01015,HMDB01015,NA,194,2829,439750,NA,NA,NA,NA,4289-98-9,C03145,AMINO ACID,"CYSTEINE, METHIONINE, SAM, TAURINE METABOLISM",NA
CHEM100006056,N-formylphenylalanine,n_formylphenylalanine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100006056,48433,759256,NA,NA,NA,NA,13200-85-6,NA,AMINO ACID,PHENYLALANINE & TYROSINE METABOLISM,NA
CHEM1506,N-linoleoylglycine,n_linoleoylglycine,NA,NA,NA,NA,N-linoleoylglycine,NA,NA,NA,NA,NA,1506,32462,6433346,NA,NA,NA,NA,315636,NA,LIPID,FATTY ACID METABOLISM(ACYL GLYCINE),NA
HMDB03646,N-methylhydantoin,n_methylhydantoin,NA,NA,NA,NA,NA,NA,NA,HMDB03646,HMDB03646,NA,NA,40006,69217,NA,NA,NA,NA,616-04-6,C02565,XENOBIOTICS; AMINO ACID,BACTERIAL; CREATINE METABOLISM,NA
CHEM100005383,N-methylpipecolate,n_methylpipecolate,NA,N-methylpipecolate,NA,NA,N-methylpipecolate,NA,NA,NA,NA,NA,100005383,47101,11862129;11286529,NA,NA,NA,NA,41447-17-0,NA,XENOBIOTICS,CHEMICAL,NA
CHEM100001956,N-methylproline or N-methyl proline,n_methylproline (n_methyl_proline),NA,N-methylproline,NA,N-methyl proline,N-methylproline,NA,N-methyl proline,NA,NA,NA,100001956,37431,557,NA,NA,NA,NA,475-11-6,NA,AMINO ACID,UREA CYCLE; ARGININE AND PROLINE METABOLISM,NA
CHEM100004056,N-methyltaurine,n_methyltaurine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100004056,42989,6994586;7882,NA,NA,NA,NA,107-68-6,NA,AMINO ACID,"CYSTEINE, METHIONINE, SAM, TAURINE METABOLISM",NA
HMDB00832,N-octanoylglycine,n_octanoylglycine,NA,NA,NA,NA,N-octanoylglycine,NA,NA,HMDB00832,HMDB00832,NA,100003940,43502,84290,NA,NA,NA,NA,14246-53-8,NA,LIPID,FATTY ACID METABOLISM(ACYL GLYCINE),NA
CHEM100003119,N-oleoyltaurine or Oleoyltaurine,n_oleoyltaurine (oleoyltaurine),NA,NA,NA,NA,N-oleoyltaurine,NA,NA,NA,NA,NA,100003119,39732,6437033,NA,NA,NA,NA,52514-04-2,NA,AMINO ACID; LIPID,"CYSTEINE, METHIONINE, SAM, TAURINE METABOLISM; ENDOCANNABINOID",NA
CHEM100003686,N-palmitoyl glycine or N-palmitoylglycine,n_palmitoyl_glycine (n_palmitoylglycine),NA,N-palmitoyl glycine,NA,NA,N-palmitoyl glycine,NA,NA,NA,NA,NA,100003686,42092,151008,NA,NA,NA,NA,2441-41-0,NA,LIPID,FATTY ACID METABOLISM(ACYL GLYCINE),NA
HMDB11760,N-palmitoyl-sphinganine (d18:0/16:0),n_palmitoyl_sphinganine__d18_,NA,NA,NA,NA,NA,NA,NA,HMDB11760,HMDB11760,NA,100009028,52604,5283572,NA,NA,NA,NA,5966-29-0,NA,LIPID,SPHINGOLIPID METABOLISM,NA
HMDB04949,N-palmitoyl-sphingosine (d18:1/16:0),n_palmitoyl_sphingosine__d18_,C16:0 Ceramide (d18:1),N-palmitoyl-sphingosine,NA,NA,NA,NA,NA,HMDB04949,HMDB04949,NA,1518,44877,5283564,NA,NA,NA,NA,24696-26-2,NA,LIPID,SPHINGOLIPID METABOLISM,NA
CHEM100003239,N-palmitoyltaurine or N-palmitoyl taurine,n_palmitoyltaurine (n_palmitoyl_taurine),NA,NA,NA,NA,N-palmitoyltaurine,NA,NA,NA,NA,NA,100003239,39835,NA,NA,NA,NA,NA,83982-06-3,NA,LIPID,ENDOCANNABINOID,NA
CHEM100003240,N-stearoyltaurine or N-stearoyl taurine,n_stearoyltaurine (n_stearoyl_taurine),NA,NA,NA,NA,N-stearoyltaurine,NA,NA,NA,NA,NA,100003240,39730,168274,NA,NA,NA,NA,63155-80-6,NA,LIPID,ENDOCANNABINOID,NA
HMDB04193,N1-Methyl-2-pyridone-5-carboxamide,n1_methyl_2_pyridone_5_carbox,NA,N1-Methyl-2-pyridone-5-carboxamide,NA,NA,N1-Methyl-2-pyridone-5-carboxamide,NA,NA,HMDB04193,HMDB04193,NA,100001468,40469,69698,NA,NA,NA,NA,701-44-0,C05842,COFACTORS AND VITAMINS,NICOTINATE AND NICOTINAMIDE METABOLISM,NA
HMDB03331,N1-methyladenosine,n1_methyladenosine,NA,N1-methyladenosine,NA,N1-methyladenosine,N1-methyladenosine,NA,N1-methyladenosine,HMDB03331,HMDB03331,NA,1242,15650,5460178;27476,NA,NA,NA,NA,15763-06-1,C02494,NUCLEOTIDE,"PURINE METABOLISM, ADENINE CONTAINING",NA
HMDB01563,N1-methylguanosine,n1_methylguanosine,NA,NA,NA,NA,N1-methylguanosine,NA,NA,HMDB01563,HMDB01563,NA,100001122,31609,96373,NA,NA,NA,NA,2140-65-0,NA,NUCLEOTIDE,"PURINE METABOLISM, GUANINE CONTAINING",NA
HMDB02721,N1-methylinosine,n1_methylinosine,NA,NA,NA,NA,NA,NA,NA,HMDB02721,HMDB02721,NA,100001409,48351,65095,NA,NA,NA,NA,20245-33-4,NA,NUCLEOTIDE,"PURINE METABOLISM, (HYPO)XANTHINE/INOSINE CONTAINING",NA
HMDB04824,"N2,N2-dimethylguanosine",n2_n2_dimethylguanosine,NA,"N2,N2-dimethylguanosine",NA,"N2,N2-dimethylguanosine","N2,N2-dimethylguanosine",NA,"N2,N2-dimethylguanosine",HMDB04824,HMDB04824,NA,100001412,35137,92919,NA,NA,NA,NA,2140-67-2,NA,NUCLEOTIDE,"PURINE METABOLISM, GUANINE CONTAINING",NA
CHEM100004575,"N2,N5-diacetylornithine",n2_n5_diacetylornithine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100004575,43591,10398396,NA,NA,NA,NA,39825-23-5,NA,AMINO ACID,UREA CYCLE; ARGININE AND PROLINE METABOLISM,NA
HMDB00446,N2-acetyllysine,n2_acetyllysine,NA,NA,NA,NA,N2-acetyllysine,NA,NA,HMDB00446,HMDB00446,NA,100001721,36751,6.99E+11,NA,NA,NA,NA,1946-82-3,C12989,AMINO ACID,LYSINE METABOLISM,NA
CHEM100008925,N2-acetyllysine/N6-acetyllysine,n2_acetyllysine_n6_acetyllysi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100008925,52256,NA,NA,NA,NA,NA,NA,NA,AMINO ACID,LYSINE METABOLISM,NA
HMDB05862,N2-methylguanosine,n2_methylguanosine,NA,NA,NA,NA,NA,NA,NA,HMDB05862,HMDB05862,NA,100001467,35133,3035422,NA,NA,NA,NA,2140-77-4,NA,NUCLEOTIDE,"PURINE METABOLISM, GUANINE CONTAINING",NA
CHEM100001424,N3-methyluridine,NA,NA,NA,NA,NA,N3-methyluridine,NA,NA,NA,NA,NA,100001424,35135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB05923,N4-acetylcytidine,n4_acetylcytidine,NA,NA,NA,NA,N4-acetylcytidine,NA,NA,HMDB05923,HMDB05923,NA,100001413,35130,107461,NA,NA,NA,NA,3768-18-1,NA,NUCLEOTIDE,"PYRIMIDINE METABOLISM, CYTIDINE CONTAINING",NA
HMDB00206,N6-acetyllysine,n6_acetyllysine,NA,N6-acetyllysine,NA,N6-acetyllysine,N6-acetyllysine,NA,NA,HMDB00206,HMDB00206,NA,100001734,36752,6.99E+11,NA,NA,NA,NA,692-04-6,C02727,AMINO ACID,LYSINE METABOLISM,NA
HMDB41623,N6-carbamoylthreonyladenosine,n6_carbamoylthreonyladenosine,NA,N6-carbamoylthreonyladenosine,NA,N6-carbamoylthreonyladenosine,N6-carbamoylthreonyladenosine,NA,N6-carbamoylthreonyladenosine,HMDB41623,HMDB41623,NA,100001415,35157,161466,NA,NA,NA,NA,24719-82-2,NA,NUCLEOTIDE,"PURINE METABOLISM, GUANINE CONTAINING; PURINE METABOLISM, ADENINE CONTAINING",NA
CHEM100001768,N6-carboxymethyllysine,n6_carboxymethyllysine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100001768,36713,NA,NA,NA,NA,NA,1404817,NA,CARBOHYDRATE,ADVANCED GLYCATION END-PRODUCT,NA
HMDB04044,N6-methyladenosine,n6_methyladenosine,NA,NA,NA,NA,N6-methyladenosine,NA,NA,HMDB04044,HMDB04044,NA,213,37114,102175,NA,NA,NA,NA,1867-73-8,NA,NUCLEOTIDE,"PURINE METABOLISM, ADENINE CONTAINING",NA
HMDB00912,N6-succinyladenosine,n6_succinyladenosine,NA,NA,NA,NA,N6-succinyladenosine,NA,NA,HMDB00912,HMDB00912,NA,100001664,48130,NA,NA,NA,NA,NA,4542-23-8,NA,NUCLEOTIDE,"PURINE METABOLISM, ADENINE CONTAINING",NA
HMDB29416,NMMA,NA,NMMA,NA,NA,NA,NA,NA,NA,HMDB29416,HMDB29416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB01923,Naproxen,naproxen,NA,naproxen,NA,naproxen,naproxen,NA,NA,HMDB01923,HMDB01923,NA,1384,12122,156391,NA,NA,NA,NA,22204-53-1,C01517,XENOBIOTICS,DRUG,NA
HMDB02670,Naringenin,naringenin,NA,NA,NA,NA,NA,NA,NA,HMDB02670,HMDB02670,NA,100000920,21182;44663,932,NA,NA,NA,NA,67604-48-2,C00509,XENOBIOTICS,FOOD COMPONENT/PLANT,NA
HMDB02368,Nervonate (24:1n9),nervonate__24_1n9_,NA,NA,NA,NA,NA,NA,NA,HMDB02368,HMDB02368,NA,100001231,41820;52674,5281120,NA,NA,NA,NA,506-37-6,C08323,LIPID,LONG CHAIN FATTY ACID,NA
CHEM100005986,"Nervonoyl sphingomyelin* or Sphingomyelin (d18:1/24:1, d18:2/24:0)*",nervonoyl_sphingomyelin (sphingomyelin__d18_1_24_1__d1),NA,"sphingomyelin (d18:1/24:1, d18:2/24:0)*",NA,NA,nervonoyl sphingomyelin*,NA,NA,NA,NA,NA,100005986,47153,NA,NA,NA,NA,NA,94359-13-4,NA,LIPID,SPHINGOLIPID METABOLISM,NA
HMDB01406,Nicotinamide,nicotinamide,niacinamide,nicotinamide,NA,NA,nicotinamide,NA,nicotinamide,HMDB01406,HMDB01406,NA,432,594;31480,936,NA,NA,NA,NA,98-92-0,C00153,COFACTORS AND VITAMINS,NICOTINATE AND NICOTINAMIDE METABOLISM,NA
HMDB00855,Nicotinamide riboside,nicotinamide_riboside,NA,NA,NA,NA,NA,NA,NA,HMDB00855,HMDB00855,NA,100001310,33013,439924,NA,NA,NA,NA,1341-23-7,C03150,COFACTORS AND VITAMINS,NICOTINATE AND NICOTINAMIDE METABOLISM,NA
HMDB01488,Nicotinate,nicotinate,NA,NA,NA,NA,NA,NA,NA,HMDB01488,HMDB01488,NA,567,1504,938,NA,NA,NA,NA,59-67-6,C00253,COFACTORS AND VITAMINS,NICOTINATE AND NICOTINAMIDE METABOLISM,NA
HMDB06809,Nicotinate ribonucleoside,nicotinate_ribonucleoside,NA,NA,NA,NA,NA,NA,NA,HMDB06809,HMDB06809,NA,100001316,33471,161233;161234,NA,NA,NA,NA,2625-49-2,C05841,COFACTORS AND VITAMINS,NICOTINATE AND NICOTINAMIDE METABOLISM,NA
HMDB01934,Nicotine,nicotine,NA,NA,NA,NA,NA,NA,NA,HMDB01934,HMDB01934,NA,NA,38666,89594,NA,NA,NA,NA,54-11-5,"D03365,C00745",XENOBIOTICS,DRUG,NA
HMDB03269,Nicotinurate,nicotinurate,NA,NA,NA,NA,NA,NA,NA,HMDB03269,HMDB03269,NA,100001455,35121,68499,NA,NA,NA,NA,583-08-4,C05380,COFACTORS AND VITAMINS,NICOTINATE AND NICOTINAMIDE METABOLISM,NA
CHEM100001514,Nifedipine,nifedipine,NA,NA,NA,NA,nifedipine,NA,NA,NA,NA,NA,100001514,34598,4485,NA,NA,NA,NA,NA,"D00437,C07266",XENOBIOTICS,DRUG,NA
CHEM100002072,Nimesulide*,nimesulide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100002072,37236,4495,NA,NA,NA,NA,51803-78-2,D01049,XENOBIOTICS,DRUG,NA
HMDB00772,Nonadecanoate (19:0),nonadecanoate__19_0_,NA,nonadecanoate (19:0),NA,nonadecanoate (19:0),nonadecanoate (19:0),NA,nonadecanoate (19:0),HMDB00772,HMDB00772,NA,892,1356,12591,NA,NA,NA,NA,646-30-0,C16535,LIPID,LONG CHAIN FATTY ACID,NA
CHEM100004657,Norbenzoylecgonine*,norbenzoylecgonine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100004657,43781,NA,NA,NA,NA,NA,NA,NA,XENOBIOTICS,DRUG,NA
CHEM100003769,Norfluoxetine,norfluoxetine,NA,NA,NA,NA,norfluoxetine,NA,NA,NA,NA,NA,100003769,37252,4541,NA,NA,NA,NA,83891-03-6,NA,XENOBIOTICS,DRUG,NA
CHEM100002224,Nornicotine,nornicotine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100002224,38122,NA,NA,NA,NA,NA,5746-86-1,NA,XENOBIOTICS,CHEMICAL,NA
CSID10752051,"N~2~,N~2~-Dimethylarginine",NA,NA,NA,Symmetric dimethylarginine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10752051,NA,"InChI=1S/C8H18N4O2/c1-12(2)6(7(13)14)4-3-5-11-8(9)10/h6H,3-5H2,1-2H3,(H,13,14)(H4,9,10,11)",NWGZOALPWZDXNG-UHFFFAOYSA-N,NA,NA,NA,NA,NA
CHEBI86467,O-(hydroxyvaleryl)carnitine,NA,NA,NA,Hydroxyvalerylcarnitine (Methylmalonylcarnitine),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86467,NA,NA,NA,NA,NA,NA,NA
CHEBI57589,O-acetyl-L-carnitine,NA,NA,NA,Acetylcarnitine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57589,"InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/t8-/m1/s1",RDHQFKQIGNGIED-MRVPVSSYSA-N,NA,NA,NA,NA,NA
CHEM100001129,O-acetylhomoserine,o_acetylhomoserine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100001129,31539,439389,NA,NA,NA,NA,7540-67-2,C01077,AMINO ACID,"GLYCINE, SERINE AND THREONINE METABOLISM",NA
CHEBI21949,O-butanoyl-L-carnitine,NA,NA,NA,Butyrylcarnitine (Isobutyrylcarnitine),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21949,"InChI=1S/C11H21NO4/c1-5-6-11(15)16-9(7-10(13)14)8-12(2,3)4/h9H,5-8H2,1-4H3/t9-/m1/s1",QWYFHHGCZUCMBN-SECBINFHSA-N,NA,NA,NA,NA,NA
CHEM100001806,O-cresol sulfate,o_cresol_sulfate,NA,o-cresol sulfate,NA,o-cresol sulfate,o-cresol sulfate,NA,o-cresol sulfate,NA,NA,NA,100001806,36845,11615528,NA,NA,NA,NA,NA,NA,AMINO ACID,PHENYLALANINE & TYROSINE METABOLISM,NA
CHEM100006382,O-desmethyltramadol,o_desmethyltramadol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100006382,53239,NA,NA,NA,NA,NA,73986-53-5,NA,XENOBIOTICS,DRUG,NA
CHEM100006383,O-desmethyltramadol glucuronide,o_desmethyltramadol_glucuroni,NA,O-desmethyltramadol glucuronide,NA,NA,NA,NA,NA,NA,NA,NA,100006383,52357,NA,NA,NA,NA,NA,383891-39-2,NA,XENOBIOTICS,DRUG,NA
CHEM100004173,O-desmethylvenlafaxine or Desvenlafaxine,o_desmethylvenlafaxine (desvenlafaxine),NA,NA,NA,NA,O-desmethylvenlafaxine,NA,NA,NA,NA,NA,100004173,43334,NA,NA,NA,NA,NA,300827-87-6,NA,XENOBIOTICS,DRUG,NA
CHEBI73054,O-dodecanoylcarnitine,NA,NA,NA,Dodecanoylcarnitine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73054,"InChI=1S/C19H37NO4/c1-5-6-7-8-9-10-11-12-13-14-19(23)24-17(15-18(21)22)16-20(2,3)4/h17H,5-16H2,1-4H3",FUJLYHJROOYKRA-UHFFFAOYSA-N,NA,NA,NA,NA,NA
CHEM100005933,O-hydroxyatorvastatin,o_hydroxyatorvastatin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100005933,47883,9808225,NA,NA,NA,NA,214217-86-4,NA,XENOBIOTICS,DRUG,NA
CHEM100004208,O-methylcatechol sulfate,o_methylcatechol_sulfate,NA,O-methylcatechol sulfate,NA,NA,O-methylcatechol sulfate,NA,NA,NA,NA,NA,100004208,42496;46111,22473,NA,NA,NA,NA,NA,NA,XENOBIOTICS,BENZOATE METABOLISM,NA
CHEBI73039,O-octanoylcarnitine,NA,NA,NA,Octanoylcarnitine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73039,"InChI=1S/C15H29NO4/c1-5-6-7-8-9-10-15(19)20-13(11-14(17)18)12-16(2,3)4/h13H,5-12H2,1-4H3",CXTATJFJDMJMIY-UHFFFAOYSA-N,NA,NA,NA,NA,NA
CHEBI53210,O-propanoyl-L-carnitine,NA,NA,NA,Propionylcarnitine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53210,"InChI=1S/C10H19NO4/c1-5-10(14)15-8(6-9(12)13)7-11(2,3)4/h8H,5-7H2,1-4H3/t8-/m1/s1",UFAHZIUFPNSHSL-MRVPVSSYSA-N,NA,NA,NA,NA,NA
CHEM100005384,O-sulfo-L-tyrosine,o_sulfo_l_tyrosine,NA,O-sulfo-L-tyrosine,NA,NA,O-sulfo-L-tyrosine,NA,NA,NA,NA,NA,100005384,45413,514186,NA,NA,NA,NA,NA,NA,XENOBIOTICS,CHEMICAL,NA
CHEBI85095,O-valeroyl-L-carnitine,NA,NA,NA,"Isovalerylcarnitine (Methylbutylcarnitine, Valerylcarnitine)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85095,"InChI=1S/C12H23NO4/c1-5-6-7-12(16)17-10(8-11(14)15)9-13(2,3)4/h10H,5-9H2,1-4H3/t10-/m1/s1",VSNFQQXVMPSASB-SNVBAGLBSA-N,NA,NA,NA,NA,NA
HMDB29399,Ochratoxin A,ochratoxin_a,NA,NA,NA,NA,NA,NA,NA,HMDB29399,HMDB29399,NA,100004157,42620,442530,NA,NA,NA,NA,303-47-9,C09955,XENOBIOTICS,FOOD COMPONENT/PLANT,NA
HMDB00782,Octadecanedioate,octadecanedioate,NA,octadecanedioate,NA,octadecanedioate,octadecanedioate,NA,octadecanedioate,HMDB00782,HMDB00782,NA,100001615,36754,70095,NA,NA,NA,NA,871-70-5,NA,LIPID,"FATTY ACID, DICARBOXYLATE",NA
CHEM100002319,Octaethylene glycol,octaethylene_glycol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100002319,38155;42361,78798,NA,NA,NA,NA,5117-19-1,NA,XENOBIOTICS,CHEMICAL,NA
HMDB00791,Octanoylcarnitine,octanoylcarnitine,C8 carnitine,octanoylcarnitine,NA,octanoylcarnitine,octanoylcarnitine,NA,octanoylcarnitine,HMDB00791,HMDB00791,NA,100001247,33936,123701,NA,NA,NA,NA,3671-77-0,C02838,LIPID,CARNITINE METABOLISM,NA
HMDB01929,Ofloxacin,ofloxacin,NA,NA,NA,NA,NA,NA,NA,HMDB01929,HMDB01929,NA,NA,21320,3288597;4583,NA,NA,NA,NA,82419-36-1,C07321,XENOBIOTICS,DRUG,NA
HMDB02117,Oleamide,oleamide,NA,NA,NA,NA,oleamide,NA,NA,HMDB02117,HMDB02117,NA,1504,27408;32458,5283387,NA,NA,NA,NA,301-02-0,C19670,LIPID,"FATTY ACID, AMIDE",NA
HMDB00207,Oleate (18:1n9),oleate__18_1n9_,NA,NA,NA,oleate (18:1n9),oleate (18:1n9),NA,oleate (18:1n9),HMDB00207,HMDB00207,NA,442,1359,445639,NA,NA,NA,NA,112-80-1,C00712,LIPID,LONG CHAIN FATTY ACID,NA
CHEM100001697,"Oleate, methyl ester",oleate__methyl_ester,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100001697,36796,5364509,NA,NA,NA,NA,112-62-9,C03425,LIPID,"FATTY ACID, METHYL ESTER",NA
CHEM100008930,Oleate/vaccenate (18:1),oleate_vaccenate__18_1_,NA,oleate/vaccenate (18:1),NA,NA,NA,NA,NA,NA,NA,NA,100008930,52285,NA,NA,NA,NA,NA,NA,NA,LIPID,LONG CHAIN FATTY ACID,NA
HMDB02088,Oleic ethanolamide or Oleoyl ethanolamide,oleic_ethanolamide (oleoyl_ethanolamide),NA,oleic ethanolamide,NA,NA,oleic ethanolamide,NA,NA,HMDB02088,HMDB02088,NA,1137,38102,5283454,NA,NA,NA,NA,11-58-0;111-58-0,NA,LIPID,ENDOCANNABINOID,NA
CHEM100002106,"Oleoyl sphingomyelin or Sphingomyelin (d18:1/18:1, d18:2/18:0)",oleoyl_sphingomyelin (sphingomyelin__d18_1_18_1__d1),NA,"sphingomyelin (d18:1/18:1, d18:2/18:0)",NA,NA,oleoyl sphingomyelin,NA,NA,NA,NA,NA,100002106,37529,6443882,NA,NA,NA,NA,108392-10-5,NA,LIPID,SPHINGOLIPID METABOLISM,NA
CHEM100006252,Oleoyl-linoleoyl-glycerol,oleoyl_linoleoyl_glycerol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100006252,48424,NA,NA,NA,NA,NA,NA,NA,LIPID,MONOACYLGLYCEROL,NA
CHEM100006165,Oleoyl-linoleoyl-glycerophosphocholine (1)*,NA,NA,NA,NA,NA,oleoyl-linoleoyl-glycerophosphocholine (1)*,NA,NA,NA,NA,NA,100006165,48270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHEM100006166,Oleoyl-linoleoyl-glycerophosphocholine (2)*,NA,NA,NA,NA,NA,oleoyl-linoleoyl-glycerophosphocholine (2)*,NA,NA,NA,NA,NA,100006166,48390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
